,MaxDelqEver_2.0,MaxDelqEver_3.0,MaxDelqEver_4.0,MaxDelqEver_5.0,MaxDelqEver_6.0,MaxDelqEver_7.0,MaxDelqEver_8.0,MaxDelq2PublicRecLast12M_0.0,MaxDelq2PublicRecLast12M_1.0,MaxDelq2PublicRecLast12M_2.0,MaxDelq2PublicRecLast12M_3.0,MaxDelq2PublicRecLast12M_4.0,MaxDelq2PublicRecLast12M_5.0,MaxDelq2PublicRecLast12M_6.0,MaxDelq2PublicRecLast12M_7.0,MaxDelq2PublicRecLast12M_9.0,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
10,-0.0,-0.0,-0.0,-0.0,152.79643,0.0,131.72725,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,5.9621544,139.62827,0.0,23.82989,-148.86772,-17.026781,7.684459,1.9059081,563.37354,18.743355,-24.328608,45.418648,-849.6719,10.087147,-98.40214,-0.0,-0.0,-0.0,-158.6798,-53.93779,-0.0,-209.3272,-10.162912,-549.51196
11,-0.0,-0.0,-0.0,-0.0,12.838679,-0.0,92.40125,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-30.309326,111.74624,-0.0,68.75194,6.3328543,-23.06865,3.7074177,-52.345657,58.428017,141.20364,-0.14612816,-4.2971983,-136.81294,42.6226,58.974518,-0.0,-24.44413,24.462858,29.624155,20.703562,17.849548,19.650993,-18.646542,-9.931519
12,0.0,-0.0,-0.0,-0.0,102.45036,0.0,176.4353,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,42.48577,136.76753,0.0,33.541557,-128.24713,-46.950012,95.299675,-9.916565,479.70718,-293.99588,40.498253,19.626755,-427.121,0.0,79.28172,-0.0,-29.166952,64.73246,44.252228,-13.552452,10.411985,-293.36588,-69.03619,-45.91597
13,-0.0,-0.0,-0.0,-0.0,120.59209,0.0,148.26418,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,17.39247,119.042366,0.0,21.701262,-306.67236,-17.10447,-13.485619,-1.314231,489.8694,-239.38693,50.50725,33.85879,-814.88837,-0.31611118,25.723038,-0.0,18.917068,-54.62978,91.59841,-38.17285,-44.212543,-352.58386,-0.0,-309.63318
14,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-289.28125,-0.0,-5.1126328,0.0,0.0,-6.707472,-76.36299,-279.07794,-3.0569186,23.557735,587.5426,322.22614,-10.81278,-97.41825,-660.20776,-25.094631,0.6270157,-39.365276,-19.168715,77.785286,-23.161242,23.253317,-0.0,-149.55916,-0.0,-290.303
15,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-303.68246,-0.0,54.157505,0.0,0.0,-22.806297,-53.399784,-52.93825,-41.290264,-17.848637,592.5934,-273.71378,-3.293045,-61.00916,-327.31064,-67.454384,56.634186,-0.0,-15.702068,56.131012,-47.28382,15.770849,-0.0,-89.83984,-0.0,-34.96003
16,-0.0,-0.0,-0.0,-0.0,60.64135,0.0,104.19445,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-17.920021,150.11845,-0.0,51.67432,-59.235363,-9.020221,-58.081486,-43.645847,52.46332,-26.200924,-1.9346687,3.076414,-151.41365,-0.0,58.008133,-6.6279793,-21.631512,25.299076,11.61389,-4.031183,-26.63107,18.51426,-67.20752,-66.599815
17,-273.66895,0.0,-0.0,-0.0,249.83458,0.0,0.0,-151.86607,0.0,-0.0,-0.0,-0.0,-0.0,60.91284,0.0,0.0,-0.30740258,-173.31056,-0.0,11.994739,-22.48522,210.75883,-168.00496,-6.760251,-119.288475,-506.37555,0.0,-117.86274,-89.40502,-0.6966431,26.796875,85.87815,-265.05508,59.479725,-211.74956,-105.568596,-383.9086
18,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,66.98819,-35.754585,-2.066418,-7.707545,-9.517957,-13.80923,-52.355114,-7.181183,11.174527,-73.613556,48.181717,74.4353,-0.0,-23.222652,16.585081,39.420048,4.6947527,-0.0,18.683235,-0.0,-40.39092
19,-0.0,-0.0,-0.0,-166.54895,227.11378,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-39.89531,-24.125576,-116.56744,-14.176357,-9.486206,449.202,-97.07897,36.647495,54.7258,-625.76483,-0.014383069,-378.11697,-13.358139,-0.0,-0.0,-183.6411,12.943924,-0.0,-117.7028,-0.0,-709.7218
20,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,103.4554,155.73996,-2.4796758,-0.2643656,12.073899,196.04958,-299.9833,59.9411,125.41096,-376.51474,-310.01904,-4.4312997,-0.0,-9.503823,18.981646,113.999435,-57.22558,-189.86942,-45.347046,-0.0,-354.02625
21,-134.55753,-0.0,-0.0,-0.0,119.40582,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,39.9568,-136.6766,-59.79335,20.81658,-30.264616,299.8688,-301.11966,86.38096,74.73026,-506.73596,-21.366434,-43.155777,-0.0,0.0,-0.0,201.73865,-45.75479,30.631355,0.0,-0.0,-128.97835
22,0.0,-0.0,-0.0,-0.0,94.00565,0.0,169.05719,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,50.706867,133.41797,0.0,118.01949,-31.319702,-110.1938,79.83282,-108.85122,540.3171,-217.47763,-1.8751341,19.619736,-359.54364,-41.20742,28.481377,0.0,-20.150337,68.37812,-20.950386,-19.277601,9.350733,-298.21555,-67.20738,-50.302845
23,-0.0,-0.0,-0.0,-0.0,208.09628,0.0,169.8136,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,65.093155,202.92763,0.0,5.1408033,-145.26309,-58.67234,-68.685104,7.095148,478.46594,-229.37096,10.667187,48.116066,-845.7576,-10.087754,-48.509422,-0.0,3.173769,61.53126,12.1004715,-69.94331,-130.29587,-276.74237,-0.0,-753.36957
24,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,17.041046,-51.705647,-14.557695,-5.714295,-25.315533,322.42194,-621.82574,-20.468058,82.81265,-58.339417,-207.51456,-73.53407,0.0,85.8948,-101.97131,159.7549,-0.6043229,-0.0,0.0,6.720115,-309.74252
25,-0.0,0.0,-0.0,-0.0,81.562874,27.080952,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,185.44139,-92.174706,-6.5104012,-1.647272,14.534899,226.28673,-286.06024,-24.177156,16.035378,-25.752964,-123.20114,-88.72611,0.0,37.38147,-38.647087,18.723782,-84.64882,-115.16524,-27.721054,-0.0,-243.01367
26,-0.0,0.0,-0.0,-0.0,69.99761,0.0,111.09925,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.9367566,181.62021,-0.0,12.384947,-82.723175,-16.538267,-1.061528,1.467423,262.5566,-573.9354,19.290262,9.581056,-6.114205,-0.0,-70.67477,0.0,0.0,-0.0,175.26642,9.908309,-272.12946,203.56262,4.677472,-429.43256
27,-0.0,-0.0,-0.0,-0.0,20.24314,0.0,115.455475,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-25.858559,135.01163,-0.0,-17.008469,-61.18688,-17.542788,12.420327,-38.877285,142.81815,-204.42126,77.84069,-3.0042088,-300.71875,-0.0,-2.5377684,0.0,30.095875,-29.555159,140.18184,-5.0762477,29.932058,-22.28443,-0.0,-210.95561
28,-0.0,-82.04611,-0.0,-0.0,124.64198,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,83.636986,-236.9649,-48.322403,1.2130156,-18.802082,370.19183,-28.081245,-1.8422242,13.959622,-1133.7098,-28.833181,-132.85623,-0.0,21.478075,-0.0,148.12497,-81.514366,-0.0,-240.828,-0.0,-310.2049
29,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-140.89047,0.0,-0.0,-0.0,-0.0,-0.0,129.47112,0.0,-0.0,-36.230995,-5.736912,-142.64142,-61.39939,-64.33992,906.60315,-467.89706,14.838714,-36.25468,101.37636,-59.525475,28.398706,104.67088,-22.965729,-67.70802,189.6669,-63.30826,-959.31616,-383.01526,-0.0,-414.28723
30,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-342.36194,-0.0,64.71997,0.0,0.0,11.432032,-101.6018,-70.03163,-2.4877808,-22.8159,274.56586,-470.77264,-0.0,-150.64995,-213.35156,-19.323214,-10.93977,-59.91359,-12.084396,20.975048,207.82033,-178.34511,-254.45851,100.402466,-50.983974,-388.9332
31,-0.0,-0.0,-0.0,-0.0,212.56151,0.0,126.080215,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,96.2779,152.83621,0.0,-12.939881,-16.105185,-8.195363,17.746162,-18.645134,639.4483,-520.19556,-14.251576,48.665173,-326.76855,34.30588,-25.929255,7.795716,-22.669863,-59.09662,-0.0,-104.98756,-205.91025,-417.04312,-58.29808,-362.66208
32,-0.0,-35.792137,-0.0,-0.0,207.6628,0.0,0.0,-0.0,0.0,-0.0,-0.0,-365.71988,-0.0,29.95272,0.0,0.0,28.332935,-179.15666,-54.23673,-26.569279,-31.098248,338.73383,-132.24557,59.53827,-177.60054,-664.6814,-78.93627,-292.5848,-9.463783,0.0,-0.0,195.14919,-30.26068,-60.755047,250.5043,-0.0,-598.03937
33,-0.0,0.0,-0.0,-0.0,145.63116,0.0,80.52248,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,31.375036,176.20068,-0.0,33.102463,-164.55301,-5.948283,36.46243,-104.836975,272.71838,-458.0328,25.928839,32.868404,-85.59049,-291.07468,5.690972,-0.0,0.0,-0.0,213.178,-72.520515,-247.44092,-111.56185,-29.452251,-256.25415
34,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,47.118324,-17.75433,-0.40170702,-39.09138,-1.7691306,-7.301934,-68.04597,-7.6043916,11.332244,-71.99512,-0.0,25.21337,-0.0,-25.784086,17.746317,81.15532,7.8238735,-35.97136,31.77599,-0.0,-26.875622
35,-0.0,-0.0,-0.0,-165.05049,265.8354,0.0,0.0,-0.0,0.0,-0.0,-0.0,-374.2586,-0.0,70.08387,0.0,0.0,-32.997135,-1.9068145,-67.92159,49.669155,-28.404902,211.16467,-320.37836,30.406181,-142.59381,-527.5764,0.0,-263.65332,-7.26883,3.484568,36.633396,196.09485,-34.017384,-0.0,258.66312,-240.75165,-487.11685
36,0.0,-139.59708,-0.0,-0.0,89.12561,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,126.221886,48.08194,-17.918222,26.813251,-74.296745,384.3198,-394.23688,0.8697708,210.84885,-956.80444,0.0,-55.155884,-0.0,56.74764,-47.94658,-48.4858,25.837778,12.43718,-334.21323,-57.01919,-21.69117
37,-0.0,0.0,-0.0,-0.0,212.92795,0.0,114.701385,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,37.47857,168.68958,0.0,79.25902,-438.39395,-22.608397,-4.9242973,-58.620705,404.12912,-362.59445,18.839495,52.352097,-831.87,-29.392685,-308.87766,-0.0,-14.923921,-127.228,-103.167595,12.356825,57.512234,-122.14343,-60.077324,-337.55054
38,-208.31995,-0.0,-0.0,-0.0,180.88237,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,104.76263,-182.52824,-88.91686,11.787152,-32.400284,308.897,-102.20968,-20.0363,16.547695,-785.4813,-0.0,-201.58394,-94.72627,-25.016058,55.080296,191.80055,9.6189995,44.630474,0.0,-0.0,-702.1658
39,-0.0,-0.0,-0.0,-0.0,94.33209,226.57155,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,8.769249,-17.806952,-53.91261,1.9760622,-0.0,567.9763,-165.50072,14.065359,28.105484,-209.40335,-39.14429,43.8371,0.0,-4.8601103,43.787243,-31.819536,-18.606277,-0.0,-244.93915,-28.404577,-325.66974
40,-0.0,-0.0,-0.0,-0.0,73.82997,0.0,124.17021,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.9474783,139.02,0.0,3.545348,-34.34378,-11.528032,-73.50311,-26.945837,136.72752,40.370396,19.672972,8.812705,-269.60526,-0.0,64.386314,-21.514315,-29.117002,32.78912,34.826393,-20.650871,-29.51892,0.0,-0.0,-210.75217
41,-0.0,0.0,0.0,-50.06482,38.376587,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,164.22571,-40.07868,-2.154143,18.01492,3.9964979,-57.047356,-276.72418,35.814262,-12.4657755,-143.39638,-140.31276,96.62317,-0.0,0.0,-0.0,68.64572,-6.1253657,23.07941,-0.0,-34.504467,-10.147507
42,-0.0,-0.0,-63.797455,-0.0,191.88011,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-284.03732,-0.0,74.16836,0.0,0.0,-30.54546,14.771238,-9.467744,23.5902,-111.202324,383.89252,-466.76898,0.19149846,-30.306164,-308.1423,0.0,51.4027,-0.0,-18.445671,36.801453,-50.46763,-47.69139,37.99787,-198.00337,-387.73993,4.1205196
43,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,63.9303,-9.151447,-41.79284,0.0,-12.415801,-70.39396,-49.08816,13.368475,-44.89393,-236.92407,53.631313,-37.424187,-0.0,39.26934,-11.329437,33.442677,40.013584,14.952531,39.654015,-24.50354,1.4030331
44,-0.0,-0.0,-0.0,-0.0,148.95142,0.0,169.94118,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,10.9506,146.4784,0.0,262.9177,-368.47687,-31.440578,-14.7937765,-23.582277,528.6942,-214.21869,-23.426464,47.200226,-1209.5287,-36.75112,-50.323746,-66.99589,40.368507,-101.92295,209.49281,-46.169632,39.523926,-397.29547,-0.0,-391.81958
45,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-14.129141,35.241535,-35.974064,-18.84812,-33.73834,564.74414,-581.86194,-26.357168,166.73157,-399.0192,-56.529907,-21.765095,0.0,-69.3331,-120.69267,-51.837666,-176.69502,-147.79524,0.0,-147.51892,-392.26224
46,-0.0,-0.0,-0.0,-0.0,20.650446,-0.0,102.454285,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-31.913841,118.92556,-0.0,106.91702,-29.626959,-2.7412226,41.485813,-9.359798,35.795216,40.535984,0.5571205,-4.4979534,-273.3255,-0.0,28.28001,-0.0,-31.096224,24.008526,68.76516,19.6207,46.12232,20.158855,-0.0,54.073563
47,-0.0,0.0,0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-232.93573,-0.0,6.6577563,0.0,-0.0,70.07369,0.99541956,-7.1327496,-34.905643,0.0,87.84695,-555.0115,-39.547066,-5.6110253,-81.64524,-131.33868,-16.86826,0.0,-13.2075615,-41.82562,91.277115,43.084236,-388.85413,-60.83485,-0.0,-467.1246
48,0.0,-204.41956,-0.0,-0.0,83.20469,0.0,0.0,-0.0,-29.560196,-0.0,-0.0,-0.0,-0.0,65.19578,0.0,0.0,47.941784,155.46474,-255.04295,-9.423174,4.357569,780.1907,-141.84288,-12.859138,-72.76285,-644.02344,-37.346035,36.565327,0.0,-5.6247787,65.85839,151.4503,-9.966568,-30.047096,-401.8707,-0.0,-555.9366
49,-0.0,0.0,-0.0,-0.0,184.08685,0.0,62.84888,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,68.58632,117.48238,0.0,46.516792,-216.00317,-7.256325,9.21106,-27.912373,399.76584,67.36226,10.602078,48.92028,-685.6462,-163.08176,4.95698,-402.65192,-15.528522,20.371408,54.696182,-217.64462,-508.1156,-51.517975,-19.123535,-723.1128
50,-0.0,-0.0,-0.0,-0.0,37.159035,0.0,124.98833,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-46.92241,142.87715,0.0,4.7639165,4.398843,-5.9830813,3.9533083,-0.0,103.04747,218.1468,1.6128887,1.6923764,-128.99521,-254.57907,-39.515633,-88.200554,20.47328,-0.0,20.702026,23.249731,-57.991848,-3.4034011,-3.3740172,-17.846848
51,-273.7097,0.0,-0.0,-0.0,204.88605,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,17.64091,-372.77048,-7.4935403,0.4225574,-42.323826,430.01187,-263.80765,19.02513,253.53442,-759.8185,66.07039,-50.408756,-0.0,0.0,-0.0,-87.97752,-229.18079,55.6609,-290.45642,-30.84145,-43.759953
52,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-181.12648,-0.0,20.924147,0.0,-0.0,51.514477,-5.8738546,-9.364862,-47.77618,-42.77731,199.88454,-385.77304,12.242733,-57.887306,32.680195,0.751104,-15.455524,-0.0,0.0,-0.0,94.63512,54.54038,-225.46611,-77.21562,-0.0,-57.24265
53,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-425.01962,-0.0,90.83695,0.0,0.0,72.27517,-214.9431,-18.056007,9.823123,-83.522766,686.8769,-574.7415,-17.655117,-63.47979,-543.0337,57.14227,-210.5443,-0.0,27.127388,-62.289875,198.11823,-252.84196,204.26811,-115.353264,-50.595448,-134.98872
54,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,0.0,-302.38995,-0.0,83.771225,0.0,0.0,-27.273596,-29.381626,-6.6647344,26.879053,-106.712845,598.9813,-372.62527,-2.8909528,-85.20427,-67.94344,77.72203,75.3649,1.6232173,-8.931016,23.836409,-37.403305,-32.49658,-47.34316,-114.01669,-333.08212,-48.225746
55,-127.719185,-0.0,-0.0,-0.0,112.35466,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-191.8426,-131.84544,-0.0,-15.46713,206.89551,-199.75206,-14.809212,67.47506,-731.8078,-23.954924,-58.5351,-0.0,0.0,-0.0,148.65446,-49.1686,9.436638,-316.46915,-20.501427,-273.344
56,-0.0,-0.0,-0.0,-0.0,114.29849,0.0,162.46082,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,26.247793,147.33861,0.0,-34.273743,-126.73914,-98.66506,0.44779396,-39.252155,377.68948,-16.149984,-23.06322,20.406364,-676.35913,23.317774,-3.2497087,-0.0,-30.238407,63.00139,51.590992,-34.330715,-12.78193,0.0,-0.0,-251.42346
57,-0.0,0.0,-0.0,-0.0,54.812042,0.0,82.85243,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-21.936127,135.13504,-0.0,0.63630044,-10.514598,1.7735772,-13.646212,-2.239504,6.065531,2.003442,0.04645214,1.7117332,-162.93073,-39.004627,62.79768,-0.0,-17.393263,13.974588,69.41949,14.814383,-0.0,25.536047,-83.99477,-49.800137
58,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,7.929431,-66.00047,-9.075628,1.0584415,-89.168816,344.91547,-767.40857,-40.260025,143.17197,147.38794,-57.850636,-22.731411,0.0,136.83173,-130.74849,173.24933,-38.32003,-107.38426,55.930603,-1.7231865,-370.34015
59,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,22.55647,-5.0627246,-28.515045,-10.424867,-1.4055282,8.285049,-113.67001,-11.966206,-97.91743,-59.013752,52.348087,80.642166,-6.752747,38.91143,-21.312666,43.544342,34.262913,-16.426632,32.236244,-9.211431,-31.686459
60,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,1.8810236,-219.86397,-35.599205,-31.560083,-87.517715,339.3004,-162.67104,59.014595,123.795425,-357.37167,-38.406643,-115.900444,-127.96852,0.0,-0.0,192.0653,-170.95114,-72.688286,-157.20094,-0.0,-337.5631
61,-20.635006,-0.0,-0.0,-0.0,127.58457,0.0,0.0,0.0,-0.0,-0.0,-0.0,-267.79028,-0.0,24.80756,0.0,0.0,86.879395,-117.89955,-17.208479,-37.58532,-72.0655,266.47952,-379.0974,-9.856968,-107.12043,-480.56497,0.0,15.255028,-0.0,0.0,-0.0,72.54243,7.732458,22.959003,-107.497536,-73.698135,25.76476
62,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,20.764156,238.22571,-0.0,-9.681841,-116.70272,567.49255,-524.5863,-15.085874,15.9440975,-289.65298,46.117474,-23.975182,0.0,0.0,-0.0,-106.129395,-59.05734,-540.52734,116.8555,-0.0,-420.96774
63,-0.0,-0.0,-0.0,-0.0,96.20999,0.0,68.12371,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,21.794977,144.70537,-0.0,28.247482,-78.16337,-19.941282,52.763844,-40.72308,211.99635,-376.94003,173.79672,19.396559,0.0,-0.0,-5.658246,15.716167,61.03153,-73.33682,-130.71771,-56.86345,-91.89188,51.467583,-76.79339,-85.119026
64,-0.0,-29.702358,-0.0,-0.0,134.21309,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,45.540756,-399.64993,-8.891488,9.945109,-1.5854176,326.8727,-88.15782,14.920992,0.0,-1008.5514,1.2997415,-178.29198,-133.59053,46.228153,-133.65457,129.4552,-93.07387,46.28823,-222.68329,-52.723454,-297.54324
