,MaxDelqEver_2.0,MaxDelqEver_3.0,MaxDelqEver_4.0,MaxDelqEver_5.0,MaxDelqEver_6.0,MaxDelqEver_7.0,MaxDelqEver_8.0,MaxDelq2PublicRecLast12M_0.0,MaxDelq2PublicRecLast12M_1.0,MaxDelq2PublicRecLast12M_2.0,MaxDelq2PublicRecLast12M_3.0,MaxDelq2PublicRecLast12M_4.0,MaxDelq2PublicRecLast12M_5.0,MaxDelq2PublicRecLast12M_6.0,MaxDelq2PublicRecLast12M_7.0,MaxDelq2PublicRecLast12M_9.0,ExternalRiskEstimate,MSinceOldestTradeOpen,MSinceMostRecentTradeOpen,AverageMInFile,NumSatisfactoryTrades,NumTrades60Ever2DerogPubRec,NumTrades90Ever2DerogPubRec,PercentTradesNeverDelq,MSinceMostRecentDelq,NumTotalTrades,NumTradesOpeninLast12M,PercentInstallTrades,MSinceMostRecentInqexcl7days,NumInqLast6M,NumInqLast6Mexcl7days,NetFractionRevolvingBurden,NetFractionInstallBurden,NumRevolvingTradesWBalance,NumInstallTradesWBalance,NumBank2NatlTradesWHighUtilization,PercentTradesWBalance
12,-0.0,-0.0,-0.0,-0.0,117.43201171875,0.0,196.36708984375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,67.6890234375,151.7927734375,0.0,54.80801681965029,-199.06024582704103,-59.00443466237205,46.26998648440875,-11.111407630150584,744.1559586112363,-351.6477181885885,80.79214291896311,24.21188925734335,-480.7884223121174,0.0,45.53166204700942,0.0,-20.411341599249248,85.05762027300091,62.21387124896914,-41.15463385873446,27.5244425541597,-398.4160189095333,-78.36535803288731,-80.24514489504612
13,-0.0,-0.0,-0.0,-0.0,142.398310546875,0.0,155.287568359375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,25.36718505859375,111.268173828125,0.0,13.881811595647743,-318.1549358468313,-16.394907276152782,-24.43430724436253,-0.4626595290855836,427.65914071855366,-151.4253002434171,33.762008708083236,36.21117545084996,-851.3168504107114,15.135798878245296,15.565908457288039,-0.0,20.087392778691022,-57.731663842082895,71.51363420684794,-36.16911704303179,-32.579489564028705,-344.09765324494356,-0.0,-275.20146939786514
14,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-319.99123046875,-0.0,1.8795353698730468,0.0,0.0,-10.75986270256368,-93.94431752453875,-312.02573952859007,3.1639236815563105,29.772506494994364,723.5131918796619,422.60741908395573,-18.374649848982262,-101.32395251731151,-671.1658807079427,-9.512827214854147,-75.81550588880215,-18.79905415786151,-6.667441722866463,82.13631837801312,-24.026609496238503,40.38842247388654,-0.0,-158.19515442959172,0.0,-416.4799963423453
15,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-338.9563671875,-0.0,68.304833984375,0.0,0.0,-19.526612792764034,-69.10049599164425,-51.92761989972937,-37.07849724291671,-22.930689591818876,683.877285015823,-268.6999644655484,-3.6731425948735477,-68.9430936274453,-357.3014686786639,-78.3802651498847,59.44232001119866,-0.0,-13.789138800670683,63.41559484081391,-46.947751784569355,23.65662090023022,-0.0,-98.6547801903866,-0.0,-39.64313195167709
16,-0.0,0.0,-0.0,-0.0,88.404453125,0.0,121.261015625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-7.005994262695313,171.443671875,0.0,104.50282520763336,-109.07866570097354,-9.178253812156115,-56.13836449630202,-58.20528607483968,86.82581642348148,-51.08508952987005,-6.298541195158965,4.81140155752532,-173.78281354722077,-0.0,63.090477819960284,-7.5445513339220796,-26.463707870699913,29.90184696332868,12.890207367740883,13.677273763906703,-32.12772790194462,26.270111203452874,-110.24787109350044,-91.53644163390385
17,-275.05771484375,0.0,-0.0,-0.0,246.39732421875,0.0,0.0,-150.235966796875,0.0,-0.0,-0.0,-0.0,-0.0,58.3089453125,0.0,0.0,-0.158277295041944,-171.58237978845384,-0.0,13.88029025260622,-28.637652677820043,176.423369814117,-167.80442145318221,-6.53149821615768,-113.91090144416702,-489.13539563746616,0.0,-110.67345893387916,-96.18225913884585,-2.7302380022845902,22.640739831675475,82.72401636979839,-257.71886695270774,60.34547159964748,-192.85452707553222,-106.33728069502223,-371.32466640000234
18,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,99.86025027728324,-62.20438450707882,-12.348575389407083,-7.301056502971153,-16.062004914259408,117.93199679631212,-137.22366238339455,-6.889783286517898,81.83866811875414,-108.46893917630614,33.95130346500686,66.44721714770007,0.0,-21.784118577711226,21.278447279376934,38.70709231068689,-3.5334641186985323,-0.0,-15.560304270809524,-0.0,-54.05081042758333
19,-0.0,-0.0,-0.0,-165.24685546875,227.6472265625,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-39.263305660116295,-23.464999448636682,-116.37357934727483,-14.849027180003198,-9.967508387976427,413.4974003774108,-136.0370331106401,35.901984409303,53.75870548455725,-602.4886836735857,0.4009782620978262,-358.0677197239588,-14.62787663243501,-0.0,-0.0,-182.80537270144478,12.953760060362592,-0.0,-114.06621870301477,-0.0,-682.0542281947976
20,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,82.30225415567665,131.97545291833737,-0.5977938130999478,-2.0827404667876706,8.936866075185863,-13.269688906087406,-171.46873485303294,29.439274818979307,68.87348903166362,-388.0947495241329,-282.8445238076784,1.8615655454827178,-0.0,-11.173144704612543,19.158089711138892,79.16667137282877,-13.461203790904529,-154.60541974002845,-22.34401368913906,-0.0,-230.2449799057002
21,-145.03537109375,0.0,-0.0,-0.0,93.951982421875,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,41.94341449192195,-131.14559143048405,-49.108830797839,24.287250350357887,-35.737234060074954,177.13489177839529,-219.47553438910893,90.63079589521185,37.16980873570879,-363.3268220604873,-59.94340046488829,-46.64062743917303,-0.0,0.0,-0.0,187.46878883679827,-42.302206286638096,26.923796830220173,0.0,-0.0,-121.19203533871585
22,0.0,-0.0,-0.0,-0.0,100.74419921875,0.0,186.29568359375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,71.39125,149.037998046875,0.0,151.28135078876494,-39.701910626526754,-121.24848209921804,83.49749912259118,-168.57226276182556,620.4580071103223,-203.5509261262919,-1.966447236820886,19.940752019484634,-400.0387031835504,-43.937498379671744,31.051065884851592,0.0,-19.664750414004065,78.48716109620077,-22.081140962872446,-28.535212026337355,14.827341353006767,-334.4793910044892,-82.52278544812978,-61.327203343829275
23,-0.0,-0.0,-0.0,-0.0,220.59662109375,0.0,165.98677734375,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,65.38380859375,202.89701171875,0.0,-14.731512392143465,-149.1492516562113,-53.58967360535471,-76.23444202321018,7.158620628217413,434.8571398679121,-191.7349999968533,9.77351606359578,48.215474673399456,-834.6693070336654,-14.266665902027501,-50.45550167816381,-0.0,6.378025123003938,61.26983499187686,11.554037183789813,-71.82313654952732,-134.47091994794164,-260.24443076955015,-0.0,-745.7440136318444
24,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,15.85515697473183,-50.3188729168238,-12.749941107203178,-8.306736674869217,-22.7744738600134,299.5776854035879,-656.0164207680672,-19.91422772622674,68.00407862046873,-55.66482849658656,-182.90896007311935,-40.60771797573324,0.0,78.48947818212679,-109.790479452796,140.62792678051687,14.732154345096726,-0.0,0.0,3.487500244824822,-293.71147836487796
25,-0.0,0.0,-0.0,-0.0,98.00970703125,49.134169921875,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,-0.0,198.1932101294351,-118.97136452085658,-9.333637101088733,-0.8488799375525988,17.357609596322714,354.50335523486456,-287.88527394445833,-26.4378640650831,22.922970345187682,-33.94880725750073,-111.65199547443274,-152.27646291052085,0.0,28.493896002734914,-56.800436411801286,19.72006360101952,-98.49277881147056,-122.72122565835566,-41.990556983358935,-0.0,-283.46108584440043
26,-0.0,0.0,-0.0,-0.0,55.68875,0.0,120.2689453125,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-8.895327758789062,175.95169921875,-0.0,11.551198043571997,-70.53156830259525,-14.623806607759263,4.759131924142369,1.3718003181198126,160.54139891200958,-542.5348258854052,15.509293675916746,3.791806670348624,-5.782156675456885,-0.0,27.268889857358086,0.0,0.0,-0.0,131.21132927023345,3.4148642108317313,-220.4051347062503,101.86352694971004,-7.7020360298841295,-344.96056918317555
27,-0.0,-0.0,-0.0,-0.0,43.0880029296875,0.0,140.05619140625,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-13.492806396484376,138.266572265625,0.0,-13.398332094711977,-59.09629221459166,-16.87164187138865,25.27671086680546,-41.05116279133351,112.59928560704364,-210.19129721526215,39.90469997918164,-0.6576019712273761,-369.6770164106934,-0.0,78.32574221346236,-0.0,34.863723153676666,-37.087217967562516,107.17009623587542,-22.13194787961987,24.221801213247353,-28.451304169076998,-0.0,-163.63859263122643
28,-0.0,-62.3950927734375,-0.0,-0.0,125.259970703125,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,0.0,84.07906588087168,-243.36232449077224,-46.635765515219155,1.2669939785807471,-22.881380091009042,318.37864755520155,8.569861836671269,-1.6934705261892455,13.493888470848308,-1121.242411064401,-51.22159262755461,-138.19061305024016,-0.0,22.239950751600617,-0.0,138.00730999819555,-80.10528731360064,-0.0,-220.14087272593576,-0.0,-303.0406472489999
29,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-136.151064453125,0.0,-0.0,-0.0,-0.0,-0.0,127.0582421875,0.0,-0.0,-33.8791435874352,-5.988067207341975,-148.0098550026886,-71.97823733713476,-68.16261088033987,951.4305263829531,-493.97406023309895,7.601612117566949,-37.8619908837844,108.528689502765,-66.30586369979353,23.786316816931617,97.49297733440861,-13.31353178490343,-76.15549225229378,186.4018231768814,-57.925507835464195,-935.977287509671,-391.36806735987756,-0.0,-411.3494236907678
30,-0.0,0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-289.29802734375,-0.0,56.0940625,0.0,0.0,12.162098285970039,-94.19526651580685,-58.455687434562954,-7.0592555892162805,-36.351854866070205,96.7184052582795,-377.15764072873486,-0.0,-133.39476932589716,-210.7139785338716,-8.091379022786459,-3.430454760931143,-90.85599628995227,-22.181897743497274,10.504361554267446,181.22242711565139,-156.6407890150752,-238.59657914842487,77.6483146964529,-53.794573531533324,-321.7446289123369
31,-0.0,-0.0,-0.0,-0.0,236.59591796875,0.0,129.010419921875,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,113.738271484375,153.00935546875,0.0,-22.435028352313473,-18.553479653637506,-6.601680801354524,16.798832672420797,-20.4425038922653,703.2661007770034,-505.8414951385197,-15.376671950265274,53.53020739524052,-332.13985656347126,43.86482996720707,-32.23060416693372,9.151424883049117,-34.40353214451271,-67.96282912219289,-0.0,-120.05314271974619,-224.6059507693599,-442.7684517901238,-68.44736952793002,-378.12320548554663
32,-0.0,11.684083251953124,-0.0,-0.0,202.961171875,0.0,0.0,-0.0,0.0,-0.0,-0.0,-325.27439453125,-0.0,19.5258642578125,0.0,0.0,32.63031876994108,-178.1283650594464,-44.93438064121173,-25.905900478336143,-32.39566008802248,225.3085770849614,-96.20850409576488,60.71801649936636,-157.2500907266666,-581.6757510765766,-162.39240175889418,-295.3189132630455,-12.0615276836206,0.0,-0.0,178.50539623342152,-29.95405584982261,-61.82953946936297,193.44237329336158,-0.0,-557.4373340142166
33,-0.0,0.0,-0.0,-0.0,121.498935546875,0.0,66.7394140625,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,13.263363037109375,184.01783203125,-0.0,41.414365081056594,-174.8495579489189,-5.172492313496072,41.99330207678725,-145.01442615146658,188.74915472758866,-271.58903447841203,23.933370922935715,25.98620190920496,-71.95250843124727,-458.8805189008604,5.90310348116023,0.0,0.0,-0.0,194.35879794326178,-65.26342661247676,-220.7720963011994,-23.607626464852892,-20.142991972908714,-224.1281959774917
34,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,49.52116776957161,-37.291844289969056,-15.1098219393032,-36.515155026121214,-2.9081865453183777,291.0085155899423,-249.53022208337978,-7.117443321527587,157.3379960796228,-139.96610029014073,-0.0,26.23938076463634,-0.0,-24.283368611895522,30.349060861168383,83.04738150849018,-7.232058560692582,-42.45008724223323,-97.17413178596968,-0.0,-44.85395535912624
35,-0.0,0.0,-0.0,-169.3476171875,272.7180859375,0.0,0.0,-0.0,0.0,-0.0,-0.0,-358.483359375,-0.0,71.979365234375,0.0,0.0,-37.82066354633443,-1.9680459089443454,-62.046014286776966,46.4890294795684,-28.63220662993716,178.93374867172054,-308.92667170370447,30.09883525077875,-141.77867946114523,-491.9673417698271,0.0,-273.212149037525,-9.588354074548043,4.418969935249043,30.84673444034524,186.79349842639309,-35.569353936573805,-0.0,239.29865067573633,-247.76941134752113,-470.1480508543211
36,0.0,-141.5073046875,-0.0,-0.0,90.13232421875,0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,128.06859930428055,49.22423573499016,-18.430420910354172,25.74884822116506,-78.00671267004992,411.67846783664544,-394.36054296203736,1.4312021952967988,219.86227159102742,-985.040316566443,0.0,-53.81350083191576,-0.0,57.598664702674796,-49.45207229447938,-45.86147228142872,27.10218653954606,12.532076984566752,-340.2535844051968,-56.23824296476902,-22.925239536147433
37,-0.0,0.0,-0.0,-0.0,203.55537109375,0.0,86.7046875,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,27.25822265625,153.806171875,0.0,75.99586901510612,-430.1484536726954,-16.737788261445665,-6.04156902038088,-67.84620072578987,217.15400291609978,-260.6894082420586,17.282060086510686,44.82559528936782,-718.9137616129116,-107.32500152152065,-318.4261642257739,-0.0,-12.662300126485862,-88.64043474851098,-88.4372395848824,12.052917434559854,59.44096574640681,-86.87511749268056,-47.80672375855634,-312.02419807083373
38,-219.54548828125,-0.0,-0.0,-0.0,177.58224609375,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,112.9971917541091,-185.25112977947495,-80.98065714376507,11.422079162672592,-33.445170239319566,228.74066480816447,-57.79867569764728,-19.979596773575466,15.172968936501231,-732.7996550407029,-0.0,-207.75573269197844,-123.1953133388197,-27.12985727694037,47.93231636141997,177.26239651600827,9.423260138332104,43.395742193848065,0.0,-0.0,-659.3355141023867
39,-0.0,-0.0,-0.0,-0.0,142.9498828125,352.85265625,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,17.21218621423553,-32.721712542124784,-42.88693934351117,-32.99219234320622,0.0,1004.1486401580305,-338.3613340457949,30.394133818009106,42.68543907661894,-246.64739791692327,-64.17951881003965,14.73847947908762,0.0,15.558099830750809,67.18343280843496,-42.34628769998378,-47.97703165113172,-0.0,-375.83215651486034,-41.15849865564993,-519.4395294722051
40,-0.0,-0.0,-0.0,-0.0,51.625166015625,0.0,114.364677734375,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-3.7449459838867187,150.1307421875,-0.0,4.7039334988022246,-31.526723906969586,-7.539618318995223,-73.23626327096616,-38.78502321263017,43.195461143813375,91.73528383146271,22.93298614035427,0.18290233334821107,-210.52928011556224,-0.0,74.5656038697347,-7.768674577894566,-30.379373547936613,26.690272570629404,34.94716673615889,-12.903101386851496,-35.885481914691624,0.0,-0.0,-201.86909948770415
41,-0.0,0.0,0.0,-51.6835986328125,39.56201416015625,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,165.81759755628474,-40.97420732086714,-2.324327128044397,17.601811420359038,3.7940951457868444,-51.70897132353494,-283.79944767655155,36.361283338540254,-11.186319016067435,-147.11361405697423,-140.9185918662613,95.44560978902396,-0.0,0.0,-0.0,70.11299840769125,-6.294554492727578,23.259257823171087,-0.0,-34.51110881163142,-10.983776267183194
42,-0.0,-0.0,-65.4288720703125,-0.0,194.710234375,0.0,0.0,-0.0,-0.0,-0.0,0.0,-290.068359375,-0.0,79.3392822265625,0.0,0.0,-19.99530937752327,16.490588887219378,-9.27993201732513,20.59010361906285,-122.99130406576114,412.2337783878572,-465.755374242724,0.08822366046455216,-30.937972121332805,-314.029945873004,0.0,49.393587515278796,0.0,-18.229033317794595,36.99759109661074,-46.70662073775386,-50.2442426398778,39.74446895598151,-197.35712966301023,-399.7432101277647,4.364432451298899
43,0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,57.730542574564495,-76.13670002500136,-91.47199566423873,0.0,-9.437781514727677,721.2702884850821,-258.13155996687954,97.29720938590071,248.2884254958197,-600.7635801070641,-59.54382576318826,-35.4379131317033,-0.0,19.72950175816156,-25.922063886413344,48.53359855486906,29.292994726465935,13.168694822156544,-226.86136351482477,-80.01856793433345,3.6757754336202013
44,-0.0,-0.0,-0.0,-0.0,152.803525390625,0.0,163.8535546875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,4.9493017578125,136.221298828125,0.0,219.99790847943433,-353.68329904984336,-26.889923121986957,-23.615139697972378,-27.176620511136502,373.94269536612484,-117.07717329796074,-15.447051704889743,43.62887961828649,-1180.1559471163719,-38.88949067275589,-37.983573200542935,-103.26976992059294,46.63659190808415,-90.67741290149434,160.71967609479356,-34.201457697938075,35.72861236406646,-327.74211581973367,-0.0,-333.5890367657562
45,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-16.75347471071629,34.63892467050773,-26.107222857286878,-19.80418731509989,-34.013758850489396,520.8346300305967,-584.056546215025,-25.20508818058253,164.87355828848845,-367.2398253117632,-57.39565469069985,-18.844034641869417,0.0,-76.54624949989007,-107.05633091732204,-49.52295088140531,-182.9032427866474,-150.54359900660248,0.0,-158.32895283029632,-373.85999854547504
46,0.0,-0.0,-0.0,-0.0,116.19884765625,0.0,202.81904296875,-0.0,-0.0,-0.0,-0.0,-0.0,-0.0,52.026474609375,145.219248046875,0.0,117.5151194324025,-99.3673806016993,-10.81146689952417,35.96176568560961,-8.396990613105054,575.9711927633697,-290.8618387211694,2.572545741260579,18.180894561713757,-572.3669113784588,0.0,47.94569865729869,-0.0,-29.271863483870497,77.9078977496526,143.53758710926556,-11.875154844719994,13.745770421930494,-300.4867481229628,-0.0,124.86718284672288
47,-0.0,-0.0,-0.0,-0.0,-0.0,0.0,0.0,-0.0,0.0,-0.0,-0.0,-371.361015625,-0.0,86.371103515625,0.0,0.0,-63.29921366394825,0.9760220325185744,-39.909523364158325,93.9907453259807,0.0,432.18743373054696,-478.4527983022927,-23.446333660865175,-32.813108759615176,-285.90422141374296,70.08616603328898,-20.466404766809443,0.0,-55.549522726591725,-103.03499678388492,135.7151870760364,117.80068171885742,-449.0893131431839,-272.5099316628601,-0.0,-523.1171434507355
48,0.0,-211.13451171875,-0.0,-0.0,82.74732421875,0.0,0.0,-0.0,-22.911396484375,-0.0,-0.0,-0.0,-0.0,66.1202783203125,0.0,0.0,68.76011487928797,179.15066829837124,-265.8874699594589,-7.012853360437711,5.188757438077871,863.6713126496309,-133.5579360307404,-15.146165309093554,-74.8496845333783,-675.7880830401631,-34.33869548964295,7.700544155313914,0.0,-1.0127242637859803,71.72119220922295,162.43629946703592,-12.86106586917497,-33.61635704900993,-418.18944476293274,-0.0,-601.9219241044741
49,-0.0,0.0,-0.0,-0.0,132.279931640625,0.0,46.469462890625,-0.0,0.0,-0.0,-0.0,-0.0,-0.0,27.36718017578125,117.260185546875,-0.0,63.595294911224364,-156.04716907931154,-5.55971340235251,19.590021021925757,-27.244126706919136,135.6884731021376,-21.76578838405271,8.00831259724097,30.271538887950307,-525.2678774672539,-300.9276364797822,2.4971164093089637,-390.92308769922573,-31.233581769042623,9.343989286791395,40.92963555550428,-133.36593288835195,-408.1324000583282,-5.140303754810867,-19.046652447555076,-540.3876822449206
